A, 0,
A, 1024,
A, 2048,
A, 3072,
A, 4096,
A, 5120,
A, 6144,
A, 7168,
A, 8192,
A, 9216,
A, 10240,
A, 11264,
A, 12288,
A, 13312,
A, 14336,
A, 15360,
A, 16384,
A, 17408,
A, 18432,
A, 19456,
A, 20480,
A, 21504,
A, 22528,
A, 23552,
A, 24576,
A, 25600,
A, 26624,
A, 27648,
A, 28672,
A, 29696,
A, 30720,
A, 31744,
A, 32768,
A, 33792,
A, 34816,
A, 35840,
A, 36864,
A, 37888,
A, 38912,
A, 39936,
A, 40960,
A, 41984,
A, 43008,
A, 44032,
A, 45056,
A, 46080,
A, 47104,
A, 48128,
A, 49152,
A, 50176,
A, 51200,
A, 52224,
A, 53248,
A, 54272,
A, 55296,
A, 56320,
A, 57344,
A, 58368,
A, 59392,
A, 60416,
A, 61440,
A, 62464,
A, 63488,
A, 64512,
A, 65536,
A, 66560,
A, 67584,
A, 68608,
A, 69632,
A, 70656,
A, 71680,
A, 72704,
A, 73728,
A, 74752,
A, 75776,
A, 76800,
A, 77824,
A, 78848,
A, 79872,
A, 80896,
A, 81920,
A, 82944,
A, 83968,
A, 84992,
A, 86016,
A, 87040,
A, 88064,
A, 89088,
A, 90112,
A, 91136,
A, 92160,
A, 93184,
A, 94208,
A, 95232,
A, 96256,
A, 97280,
A, 98304,
A, 99328,
A, 100352,
A, 101376,
A, 102400,
A, 103424,
A, 104448,
A, 105472,
A, 106496,
A, 107520,
A, 108544,
A, 109568,
A, 110592,
A, 111616,
A, 112640,
A, 113664,
A, 114688,
A, 115712,
A, 116736,
A, 117760,
A, 118784,
A, 119808,
A, 120832,
A, 121856,
A, 122880,
A, 123904,
A, 124928,
A, 125952,
A, 126976,
A, 128000,
A, 129024,
A, 130048,
A, 131072,
A, 132096,
A, 133120,
A, 134144,
A, 135168,
A, 136192,
A, 137216,
A, 138240,
A, 139264,
A, 140288,
A, 141312,
A, 142336,
A, 143360,
A, 144384,
A, 145408,
A, 146432,
A, 147456,
A, 148480,
A, 149504,
A, 150528,
A, 151552,
A, 152576,
A, 153600,
A, 154624,
A, 155648,
A, 156672,
A, 157696,
A, 158720,
A, 159744,
A, 160768,
A, 161792,
A, 162816,
A, 163840,
A, 164864,
A, 165888,
A, 166912,
A, 167936,
A, 168960,
A, 169984,
A, 171008,
A, 172032,
A, 173056,
A, 174080,
A, 175104,
A, 176128,
A, 177152,
A, 178176,
A, 179200,
A, 180224,
A, 181248,
A, 182272,
A, 183296,
A, 184320,
A, 185344,
A, 186368,
A, 187392,
A, 188416,
A, 189440,
A, 190464,
A, 191488,
